,merged_full_name,transactor_type
270879,committee to elect becket j jones 8 committee to elect becket j jones 8th district court judge,Organization
270882,friends of theresa fougnie friends of theresa fougnie,Organization
270883,committee to elect justin mendoza committee to elect justin mendoza,Organization
272977,people for dylan wegela people for dylan wegela,Organization
272978,elect tonya goetz for judge elect tonya goetz for judge,Organization
272984,committee to elect christopher flemi committee to elect christopher fleming,Organization
272985,friends of mike mcfall friends of mike mcfall,Organization
272986,committee to elect natalie price committee to elect natalie price,Organization
272987,friends of kim jorgensen gane friends of kim jorgensen gane,Organization
272989,julie moore for state representative julie moore for state representative,Organization
272990,michael markey governor race candida michael markey governor race candidate,Organization
272995,grand rapids area chamber of commerc grand rapids area chamber of commerce ballot committee,Organization
272996,committee to retain judge miriam a. committee to retain judge miriam a. perry,Organization
275165,mark gunn for state representative mark gunn for state representative,Organization
275166,western washtenaw democrats comm western washtenaw democrats committee,Organization
275169,amgen inc political action committee amgen inc political action committee,Organization
275170,committee to elect debra s. kauten s committee to elect debra s. kauten saginaw county circuit court judge,Organization
275175,charles ritchard for state senate charles ritchard for state senate,Organization
275177,wsp usa pac wsp usa pac,Organization
275180,great lakes gun rights pac great lakes gun rights pac,Organization
276230,ashley hanson grimes for judge ashley hanson grimes for judge,Organization
276236,government administrators associatio government administrators association political education committee,Organization
278146,committee to elect bert van dyke committee to elect bert van dyke,Organization
278158,rebecca dangelo judge for kalamazoo rebecca dangelo judge for kalamazoo,Organization
278159,michigan cable telecommunications as michigan cable telecommunications association pac,Organization
278161,morse force leadership fund morse force leadership fund,Organization
281993,committee to elect steele p hughes committee to elect steele p hughes,Organization
281994,right to life of michigan victory fu right to life of michigan victory fund (superpac),Organization
284827,committee to elect matthew r kacel committee to elect matthew r kacel,Organization
